course_id,teacher_id,question_no,no_participants,resp_share,SET_score_avg,stud_grade_avg,stud_grade_std,stud_grade_var_coef,percent_failed,stud_grade_avg_cur,stud_grade_std_cur,stud_grade_var_coef_cur,percent_failed_cur,class_duration,weekday,time_of_day,SET_score_1sem,maximum_score,academic_degree,seniority,gender
0000-BW-NP,3773,904,1003,0.05284147557328016,3.8867924528301887,3.49557358908152,0.9747640234956724,0.2788566736344397,0.07229804500184434,3.49557358908152,0.9747640234956724,0.2788566736344397,0.07229804500184434,0,Friday,14-18,4.485,0,ma,11,male
0000-BW-NP,3773,907,1003,0.05383848454636091,3.888888888888889,3.49557358908152,0.9747640234956724,0.2788566736344397,0.07229804500184434,3.49557358908152,0.9747640234956724,0.2788566736344397,0.07229804500184434,0,Friday,14-18,4.485,0,ma,11,male
0000-BW-NP,3773,908,1003,0.05483549351944167,3.963636363636364,3.49557358908152,0.9747640234956724,0.2788566736344397,0.07229804500184434,3.49557358908152,0.9747640234956724,0.2788566736344397,0.07229804500184434,0,Friday,14-18,4.485,0,ma,11,male
0000-BW-NP,3773,909,1003,0.05284147557328016,3.8867924528301887,3.49557358908152,0.9747640234956724,0.2788566736344397,0.07229804500184434,3.49557358908152,0.9747640234956724,0.2788566736344397,0.07229804500184434,0,Friday,14-18,4.485,0,ma,11,male
0000-BW-NP,54655,901,998,0.1653306613226453,4.266666666666667,3.49557358908152,0.9747640234956724,0.2788566736344397,0.07229804500184434,3.49557358908152,0.9747640234956724,0.2788566736344397,0.07229804500184434,0,Friday,14-18,3.82,0,no_dgr,4,male
0000-BW-NP,54655,902,998,0.1653306613226453,3.648484848484848,3.49557358908152,0.9747640234956724,0.2788566736344397,0.07229804500184434,3.49557358908152,0.9747640234956724,0.2788566736344397,0.07229804500184434,0,Friday,14-18,3.82,0,no_dgr,4,male
0000-BW-NP,54655,903,998,0.16432865731462926,3.768292682926829,3.49557358908152,0.9747640234956724,0.2788566736344397,0.07229804500184434,3.49557358908152,0.9747640234956724,0.2788566736344397,0.07229804500184434,0,Friday,14-18,3.82,0,no_dgr,4,male
0000-BW-NP,54655,904,998,0.16633266533066132,3.8072289156626504,3.49557358908152,0.9747640234956724,0.2788566736344397,0.07229804500184434,3.49557358908152,0.9747640234956724,0.2788566736344397,0.07229804500184434,0,Friday,14-18,3.82,0,no_dgr,4,male
0000-BW-NP,54655,907,998,0.16332665330661322,3.858895705521472,3.49557358908152,0.9747640234956724,0.2788566736344397,0.07229804500184434,3.49557358908152,0.9747640234956724,0.2788566736344397,0.07229804500184434,0,Friday,14-18,3.82,0,no_dgr,4,male
0000-BW-NP,54655,908,998,0.1623246492985972,4.074074074074074,3.49557358908152,0.9747640234956724,0.2788566736344397,0.07229804500184434,3.49557358908152,0.9747640234956724,0.2788566736344397,0.07229804500184434,0,Friday,14-18,3.82,0,no_dgr,4,male
0000-BW-NP,54655,909,998,0.1653306613226453,3.9575757575757575,3.49557358908152,0.9747640234956724,0.2788566736344397,0.07229804500184434,3.49557358908152,0.9747640234956724,0.2788566736344397,0.07229804500184434,0,Friday,14-18,3.82,0,no_dgr,4,male
0000-BW-SP,3432,901,596,0.04026845637583892,4.375,3.3809691011235956,0.7612239389303235,0.22514962904492275,0.00912921348314606,3.3809691011235956,0.7612239389303235,0.22514962904492275,0.00912921348314606,0,Saturday,<10,4.072,0,ma,11,male
0000-BW-SP,3432,903,596,0.04026845637583892,4.208333333333333,3.3809691011235956,0.7612239389303235,0.22514962904492275,0.00912921348314606,3.3809691011235956,0.7612239389303235,0.22514962904492275,0.00912921348314606,0,Saturday,<10,4.072,0,ma,11,male
0000-BW-SP,3432,904,596,0.04026845637583892,4.375,3.3809691011235956,0.7612239389303235,0.22514962904492275,0.00912921348314606,3.3809691011235956,0.7612239389303235,0.22514962904492275,0.00912921348314606,0,Saturday,<10,4.072,0,ma,11,male
0000-BW-SP,3432,908,596,0.04026845637583892,4.416666666666667,3.3809691011235956,0.7612239389303235,0.22514962904492275,0.00912921348314606,3.3809691011235956,0.7612239389303235,0.22514962904492275,0.00912921348314606,0,Saturday,<10,4.072,0,ma,11,male
0000-BW-SP,4299,901,594,0.04713804713804714,4.178571428571429,3.3809691011235956,0.7612239389303235,0.22514962904492275,0.00912921348314606,3.3809691011235956,0.7612239389303235,0.22514962904492275,0.00912921348314606,0,Saturday,<10,4.118571429,0,dr,10,male
0000-BW-SP,4299,902,594,0.04545454545454545,4.111111111111111,3.3809691011235956,0.7612239389303235,0.22514962904492275,0.00912921348314606,3.3809691011235956,0.7612239389303235,0.22514962904492275,0.00912921348314606,0,Saturday,<10,4.118571429,0,dr,10,male
0000-BW-SP,4299,904,594,0.04545454545454545,3.962962962962963,3.3809691011235956,0.7612239389303235,0.22514962904492275,0.00912921348314606,3.3809691011235956,0.7612239389303235,0.22514962904492275,0.00912921348314606,0,Saturday,<10,4.118571429,0,dr,10,male
0000-BW-SP,4299,905,594,0.04545454545454545,3.5555555555555554,3.3809691011235956,0.7612239389303235,0.22514962904492275,0.00912921348314606,3.3809691011235956,0.7612239389303235,0.22514962904492275,0.00912921348314606,0,Saturday,<10,4.118571429,0,dr,10,male
0000-BW-SP,4299,906,594,0.04545454545454545,4.185185185185185,3.3809691011235956,0.7612239389303235,0.22514962904492275,0.00912921348314606,3.3809691011235956,0.7612239389303235,0.22514962904492275,0.00912921348314606,0,Saturday,<10,4.118571429,0,dr,10,male
0000-BW-SP,4299,907,594,0.04545454545454545,4.111111111111111,3.3809691011235956,0.7612239389303235,0.22514962904492275,0.00912921348314606,3.3809691011235956,0.7612239389303235,0.22514962904492275,0.00912921348314606,0,Saturday,<10,4.118571429,0,dr,10,male
0000-BW-SP,4299,909,594,0.04545454545454545,4.185185185185185,3.3809691011235956,0.7612239389303235,0.22514962904492275,0.00912921348314606,3.3809691011235956,0.7612239389303235,0.22514962904492275,0.00912921348314606,0,Saturday,<10,4.118571429,0,dr,10,male
0000-BW-SP,54655,901,591,0.21658206429780033,4.3046875,3.3809691011235956,0.7612239389303235,0.22514962904492275,0.00912921348314606,3.3809691011235956,0.7612239389303235,0.22514962904492275,0.00912921348314606,0,Saturday,<10,3.82,0,no_dgr,4,male
0000-BW-SP,54655,902,591,0.21489001692047377,3.645669291338583,3.3809691011235956,0.7612239389303235,0.22514962904492275,0.00912921348314606,3.3809691011235956,0.7612239389303235,0.22514962904492275,0.00912921348314606,0,Saturday,<10,3.82,0,no_dgr,4,male
0000-BW-SP,54655,903,591,0.22165820642978004,3.854961832061069,3.3809691011235956,0.7612239389303235,0.22514962904492275,0.00912921348314606,3.3809691011235956,0.7612239389303235,0.22514962904492275,0.00912921348314606,0,Saturday,<10,3.82,0,no_dgr,4,male
0000-BW-SP,54655,904,591,0.21996615905245348,4.030769230769231,3.3809691011235956,0.7612239389303235,0.22514962904492275,0.00912921348314606,3.3809691011235956,0.7612239389303235,0.22514962904492275,0.00912921348314606,0,Saturday,<10,3.82,0,no_dgr,4,male
0000-BW-SP,54655,906,591,0.21996615905245348,4.123076923076923,3.3809691011235956,0.7612239389303235,0.22514962904492275,0.00912921348314606,3.3809691011235956,0.7612239389303235,0.22514962904492275,0.00912921348314606,0,Saturday,<10,3.82,0,no_dgr,4,male
0000-BW-SP,54655,907,591,0.21658206429780033,3.90625,3.3809691011235956,0.7612239389303235,0.22514962904492275,0.00912921348314606,3.3809691011235956,0.7612239389303235,0.22514962904492275,0.00912921348314606,0,Saturday,<10,3.82,0,no_dgr,4,male
0000-BW-SP,54655,909,591,0.2131979695431472,3.976190476190476,3.3809691011235956,0.7612239389303235,0.22514962904492275,0.00912921348314606,3.3809691011235956,0.7612239389303235,0.22514962904492275,0.00912921348314606,0,Saturday,<10,3.82,0,no_dgr,4,male
0000-IIC,4299,901,132,0.09090909090909093,4.75,4.480582524271845,0.6998680901521179,0.15620024547273703,0.00970873786407766,4.480582524271845,0.6998680901521179,0.15620024547273703,0.00970873786407766,0,Saturday,<10,4.118571429,0,dr,10,male
0000-IIC,4299,902,132,0.09090909090909093,4.416666666666667,4.480582524271845,0.6998680901521179,0.15620024547273703,0.00970873786407766,4.480582524271845,0.6998680901521179,0.15620024547273703,0.00970873786407766,0,Saturday,<10,4.118571429,0,dr,10,male
0000-IIC,4299,904,132,0.09090909090909093,4.75,4.480582524271845,0.6998680901521179,0.15620024547273703,0.00970873786407766,4.480582524271845,0.6998680901521179,0.15620024547273703,0.00970873786407766,0,Saturday,<10,4.118571429,0,dr,10,male
0000-IIC,4299,905,132,0.08333333333333333,4.818181818181818,4.480582524271845,0.6998680901521179,0.15620024547273703,0.00970873786407766,4.480582524271845,0.6998680901521179,0.15620024547273703,0.00970873786407766,0,Saturday,<10,4.118571429,0,dr,10,male
0000-IIC,4299,906,132,0.09090909090909093,4.666666666666667,4.480582524271845,0.6998680901521179,0.15620024547273703,0.00970873786407766,4.480582524271845,0.6998680901521179,0.15620024547273703,0.00970873786407766,0,Saturday,<10,4.118571429,0,dr,10,male
0000-IM-SE,3432,902,822,0.04987834549878345,3.902439024390244,3.3200549450549453,0.7171700760218346,0.21601150821013468,0.01717032967032967,3.3200549450549453,0.7171700760218346,0.21601150821013468,0.01717032967032967,0,Saturday,<10,4.072,0,ma,11,male
0000-IM-SE,3432,903,822,0.05474452554744526,4.066666666666666,3.3200549450549453,0.7171700760218346,0.21601150821013468,0.01717032967032967,3.3200549450549453,0.7171700760218346,0.21601150821013468,0.01717032967032967,0,Saturday,<10,4.072,0,ma,11,male
0000-IM-SE,3432,904,822,0.05231143552311435,4.186046511627907,3.3200549450549453,0.7171700760218346,0.21601150821013468,0.01717032967032967,3.3200549450549453,0.7171700760218346,0.21601150821013468,0.01717032967032967,0,Saturday,<10,4.072,0,ma,11,male
0000-IM-SE,3432,905,822,0.05231143552311435,3.744186046511628,3.3200549450549453,0.7171700760218346,0.21601150821013468,0.01717032967032967,3.3200549450549453,0.7171700760218346,0.21601150821013468,0.01717032967032967,0,Saturday,<10,4.072,0,ma,11,male
0000-IM-SE,3432,906,822,0.0510948905109489,4.166666666666667,3.3200549450549453,0.7171700760218346,0.21601150821013468,0.01717032967032967,3.3200549450549453,0.7171700760218346,0.21601150821013468,0.01717032967032967,0,Saturday,<10,4.072,0,ma,11,male
0000-IM-SE,3432,907,822,0.05231143552311435,4.116279069767442,3.3200549450549453,0.7171700760218346,0.21601150821013468,0.01717032967032967,3.3200549450549453,0.7171700760218346,0.21601150821013468,0.01717032967032967,0,Saturday,<10,4.072,0,ma,11,male
0000-IM-SE,3432,908,822,0.0510948905109489,4.142857142857143,3.3200549450549453,0.7171700760218346,0.21601150821013468,0.01717032967032967,3.3200549450549453,0.7171700760218346,0.21601150821013468,0.01717032967032967,0,Saturday,<10,4.072,0,ma,11,male
0000-IM-SE,3432,909,822,0.05231143552311435,3.883720930232558,3.3200549450549453,0.7171700760218346,0.21601150821013468,0.01717032967032967,3.3200549450549453,0.7171700760218346,0.21601150821013468,0.01717032967032967,0,Saturday,<10,4.072,0,ma,11,male
0000-IM-SE,4299,901,821,0.05115712545676005,4.214285714285714,3.3200549450549453,0.7171700760218346,0.21601150821013468,0.01717032967032967,3.3200549450549453,0.7171700760218346,0.21601150821013468,0.01717032967032967,0,Saturday,<10,4.118571429,0,dr,10,male
0000-IM-SE,4299,903,821,0.04872107186358099,4.225,3.3200549450549453,0.7171700760218346,0.21601150821013468,0.01717032967032967,3.3200549450549453,0.7171700760218346,0.21601150821013468,0.01717032967032967,0,Saturday,<10,4.118571429,0,dr,10,male
0000-IM-SE,4299,904,821,0.04872107186358099,4.25,3.3200549450549453,0.7171700760218346,0.21601150821013468,0.01717032967032967,3.3200549450549453,0.7171700760218346,0.21601150821013468,0.01717032967032967,0,Saturday,<10,4.118571429,0,dr,10,male
0000-IM-SE,4299,905,821,0.04993909866017052,3.658536585365854,3.3200549450549453,0.7171700760218346,0.21601150821013468,0.01717032967032967,3.3200549450549453,0.7171700760218346,0.21601150821013468,0.01717032967032967,0,Saturday,<10,4.118571429,0,dr,10,male
0000-IM-SE,4299,906,821,0.04750304506699147,4.128205128205129,3.3200549450549453,0.7171700760218346,0.21601150821013468,0.01717032967032967,3.3200549450549453,0.7171700760218346,0.21601150821013468,0.01717032967032967,0,Saturday,<10,4.118571429,0,dr,10,male
0000-IM-SE,54655,901,826,0.2639225181598063,4.151376146788991,3.3200549450549453,0.7171700760218346,0.21601150821013468,0.01717032967032967,3.3200549450549453,0.7171700760218346,0.21601150821013468,0.01717032967032967,0,Saturday,<10,3.82,0,no_dgr,4,male
0000-IM-SE,54655,903,826,0.2687651331719128,3.77027027027027,3.3200549450549453,0.7171700760218346,0.21601150821013468,0.01717032967032967,3.3200549450549453,0.7171700760218346,0.21601150821013468,0.01717032967032967,0,Saturday,<10,3.82,0,no_dgr,4,male
0000-IM-SE,54655,906,826,0.2566585956416465,4.056603773584905,3.3200549450549453,0.7171700760218346,0.21601150821013468,0.01717032967032967,3.3200549450549453,0.7171700760218346,0.21601150821013468,0.01717032967032967,0,Saturday,<10,3.82,0,no_dgr,4,male
0000-IM-SE,54655,908,826,0.25907990314769974,3.710280373831776,3.3200549450549453,0.7171700760218346,0.21601150821013468,0.01717032967032967,3.3200549450549453,0.7171700760218346,0.21601150821013468,0.01717032967032967,0,Saturday,<10,3.82,0,no_dgr,4,male
0000-IM-SE,54655,909,826,0.26150121065375304,3.75,3.3200549450549453,0.7171700760218346,0.21601150821013468,0.01717032967032967,3.3200549450549453,0.7171700760218346,0.21601150821013468,0.01717032967032967,0,Saturday,<10,3.82,0,no_dgr,4,male
0000-Library,3432,901,168,0.1845238095238095,4.645161290322581,3,0,0,0,3,0,0,0,0,NA,<10,4.072,0,ma,11,male
0000-Library,3432,902,168,0.1845238095238095,3.4516129032258065,3,0,0,0,3,0,0,0,0,NA,<10,4.072,0,ma,11,male
0000-Library,3432,904,168,0.1845238095238095,4.096774193548387,3,0,0,0,3,0,0,0,0,NA,<10,4.072,0,ma,11,male
0000-Library,3432,906,168,0.17857142857142858,4,3,0,0,0,3,0,0,0,0,NA,<10,4.072,0,ma,11,male
0000-Library,3432,907,168,0.17857142857142858,4.1,3,0,0,0,3,0,0,0,0,NA,<10,4.072,0,ma,11,male
0000-Library,3432,908,168,0.16666666666666666,4.035714285714286,3,0,0,0,3,0,0,0,0,NA,<10,4.072,0,ma,11,male
0000-Library,3432,909,168,0.1845238095238095,3.806451612903226,3,0,0,0,3,0,0,0,0,NA,<10,4.072,0,ma,11,male
0000-OSH,54655,901,147,0.08843537414965986,4.461538461538462,3,0,0,0,3,0,0,0,0,Saturday,<10,3.82,0,no_dgr,4,male
0000-OSH,54655,902,147,0.08843537414965986,4.153846153846154,3,0,0,0,3,0,0,0,0,Saturday,<10,3.82,0,no_dgr,4,male
0000-OSH,54655,903,147,0.08843537414965986,4.384615384615385,3,0,0,0,3,0,0,0,0,Saturday,<10,3.82,0,no_dgr,4,male
0000-OSH,54655,904,147,0.08163265306122448,4.333333333333333,3,0,0,0,3,0,0,0,0,Saturday,<10,3.82,0,no_dgr,4,male
0000-OSH,54655,905,147,0.08843537414965986,3.8461538461538463,3,0,0,0,3,0,0,0,0,Saturday,<10,3.82,0,no_dgr,4,male
0000-OSH,54655,907,147,0.08843537414965986,4.153846153846154,3,0,0,0,3,0,0,0,0,Saturday,<10,3.82,0,no_dgr,4,male
0000-OSH,54655,908,147,0.08843537414965986,4.153846153846154,3,0,0,0,3,0,0,0,0,Saturday,<10,3.82,0,no_dgr,4,male
0000-PE,3598,902,936,0.05982905982905983,3.696428571428571,3,0,0,0,3,0,0,0,1,NA,<10,4.16,0,ma,11,male
0000-PE,3598,903,936,0.05982905982905983,3.607142857142857,3,0,0,0,3,0,0,0,1,NA,<10,4.16,0,ma,11,male
0000-PE,3598,905,936,0.05982905982905983,3.5357142857142856,3,0,0,0,3,0,0,0,1,NA,<10,4.16,0,ma,11,male
0000-PE,3598,907,936,0.05876068376068376,3.727272727272727,3,0,0,0,3,0,0,0,1,NA,<10,4.16,0,ma,11,male
0000-PE,3598,908,936,0.05769230769230769,3.8703703703703702,3,0,0,0,3,0,0,0,1,NA,<10,4.16,0,ma,11,male
0000-PE,3598,909,936,0.05982905982905983,3.5535714285714284,3,0,0,0,3,0,0,0,1,NA,<10,4.16,0,ma,11,male
0000-PE,75923,901,936,0.04594017094017094,4.162790697674419,3,0,0,0,3,0,0,0,1,NA,<10,NA,0,no_dgr,2,female
0000-PE,75923,902,936,0.04487179487179487,3.9047619047619047,3,0,0,0,3,0,0,0,1,NA,<10,NA,0,no_dgr,2,female
0000-PE,75923,904,936,0.04487179487179487,3.976190476190476,3,0,0,0,3,0,0,0,1,NA,<10,NA,0,no_dgr,2,female
0000-PE,75923,905,936,0.04594017094017094,3.744186046511628,3,0,0,0,3,0,0,0,1,NA,<10,NA,0,no_dgr,2,female
0000-PE,75923,906,936,0.04487179487179487,3.9047619047619047,3,0,0,0,3,0,0,0,1,NA,<10,NA,0,no_dgr,2,female
0000-PE,75923,907,936,0.04273504273504273,3.825,3,0,0,0,3,0,0,0,1,NA,<10,NA,0,no_dgr,2,female
0000-PE,75923,908,936,0.04594017094017094,3.86046511627907,3,0,0,0,3,0,0,0,1,NA,<10,NA,0,no_dgr,2,female
0000-SEM-NP,3485,901,21,0.04761904761904761,4,4.729591836734694,0.4317810593711156,0.09129351417123913,0,4.729591836734694,0.4317810593711156,0.09129351417123913,0,1,Saturday,<10,3.7975,0,dr,11,female
0000-SEM-NP,3485,902,21,0.04761904761904761,4,4.729591836734694,0.4317810593711156,0.09129351417123913,0,4.729591836734694,0.4317810593711156,0.09129351417123913,0,1,Saturday,<10,3.7975,0,dr,11,female
0000-SEM-NP,3485,903,21,0.04761904761904761,4,4.729591836734694,0.4317810593711156,0.09129351417123913,0,4.729591836734694,0.4317810593711156,0.09129351417123913,0,1,Saturday,<10,3.7975,0,dr,11,female
0000-SEM-NP,3485,905,21,0.04761904761904761,4,4.729591836734694,0.4317810593711156,0.09129351417123913,0,4.729591836734694,0.4317810593711156,0.09129351417123913,0,1,Saturday,<10,3.7975,0,dr,11,female
0000-SEM-NP,3485,906,21,0.04761904761904761,4,4.729591836734694,0.4317810593711156,0.09129351417123913,0,4.729591836734694,0.4317810593711156,0.09129351417123913,0,1,Saturday,<10,3.7975,0,dr,11,female
0000-SEM-NP,3485,909,21,0.04761904761904761,4,4.729591836734694,0.4317810593711156,0.09129351417123913,0,4.729591836734694,0.4317810593711156,0.09129351417123913,0,1,Saturday,<10,3.7975,0,dr,11,female
0000-SEM-NP,38379,901,20,0.1,4.5,4.729591836734694,0.4317810593711156,0.09129351417123913,0,4.729591836734694,0.4317810593711156,0.09129351417123913,0,1,Saturday,<10,4.062,0,dr,8,female
0000-SEM-NP,38379,903,20,0.1,4.5,4.729591836734694,0.4317810593711156,0.09129351417123913,0,4.729591836734694,0.4317810593711156,0.09129351417123913,0,1,Saturday,<10,4.062,0,dr,8,female
0000-SEM-NP,38379,904,20,0.1,4.5,4.729591836734694,0.4317810593711156,0.09129351417123913,0,4.729591836734694,0.4317810593711156,0.09129351417123913,0,1,Saturday,<10,4.062,0,dr,8,female
0000-SEM-NP,38379,905,20,0.1,4.5,4.729591836734694,0.4317810593711156,0.09129351417123913,0,4.729591836734694,0.4317810593711156,0.09129351417123913,0,1,Saturday,<10,4.062,0,dr,8,female
0000-SEM-NP,38379,906,20,0.1,4,4.729591836734694,0.4317810593711156,0.09129351417123913,0,4.729591836734694,0.4317810593711156,0.09129351417123913,0,1,Saturday,<10,4.062,0,dr,8,female
0000-SEM-NP,38379,908,20,0.1,4.5,4.729591836734694,0.4317810593711156,0.09129351417123913,0,4.729591836734694,0.4317810593711156,0.09129351417123913,0,1,Saturday,<10,4.062,0,dr,8,female
0000-SEM-NP,38379,909,20,0.1,4.5,4.729591836734694,0.4317810593711156,0.09129351417123913,0,4.729591836734694,0.4317810593711156,0.09129351417123913,0,1,Saturday,<10,4.062,0,dr,8,female
0000-SEM-NP,40937,903,20,0.1,4.5,4.729591836734694,0.4317810593711156,0.09129351417123913,0,4.729591836734694,0.4317810593711156,0.09129351417123913,0,1,Saturday,<10,4.284,0,ma,7,female
0000-SEM-NP,40937,904,20,0.1,4.5,4.729591836734694,0.4317810593711156,0.09129351417123913,0,4.729591836734694,0.4317810593711156,0.09129351417123913,0,1,Saturday,<10,4.284,0,ma,7,female
0000-SEM-NP,40937,905,20,0.1,4.5,4.729591836734694,0.4317810593711156,0.09129351417123913,0,4.729591836734694,0.4317810593711156,0.09129351417123913,0,1,Saturday,<10,4.284,0,ma,7,female
0000-SEM-NP,40937,907,20,0.1,5,4.729591836734694,0.4317810593711156,0.09129351417123913,0,4.729591836734694,0.4317810593711156,0.09129351417123913,0,1,Saturday,<10,4.284,1,ma,7,female
0000-SEM-NP,40937,909,20,0.1,4.5,4.729591836734694,0.4317810593711156,0.09129351417123913,0,4.729591836734694,0.4317810593711156,0.09129351417123913,0,1,Saturday,<10,4.284,0,ma,7,female
0000-SEM-NP,43908,902,22,0.13636363636363635,4.666666666666667,4.729591836734694,0.4317810593711156,0.09129351417123913,0,4.729591836734694,0.4317810593711156,0.09129351417123913,0,1,Saturday,<10,4.572142857,0,dr,6,male
0000-SEM-NP,43908,903,22,0.13636363636363635,4.666666666666667,4.729591836734694,0.4317810593711156,0.09129351417123913,0,4.729591836734694,0.4317810593711156,0.09129351417123913,0,1,Saturday,<10,4.572142857,0,dr,6,male
0000-SEM-NP,43908,904,22,0.13636363636363635,4.666666666666667,4.729591836734694,0.4317810593711156,0.09129351417123913,0,4.729591836734694,0.4317810593711156,0.09129351417123913,0,1,Saturday,<10,4.572142857,0,dr,6,male
0000-SEM-NP,43908,905,22,0.09090909090909093,4.5,4.729591836734694,0.4317810593711156,0.09129351417123913,0,4.729591836734694,0.4317810593711156,0.09129351417123913,0,1,Saturday,<10,4.572142857,0,dr,6,male
0000-SEM-NP,43908,906,22,0.13636363636363635,4.666666666666667,4.729591836734694,0.4317810593711156,0.09129351417123913,0,4.729591836734694,0.4317810593711156,0.09129351417123913,0,1,Saturday,<10,4.572142857,0,dr,6,male
0000-SEM-NP,43908,908,22,0.13636363636363635,4.666666666666667,4.729591836734694,0.4317810593711156,0.09129351417123913,0,4.729591836734694,0.4317810593711156,0.09129351417123913,0,1,Saturday,<10,4.572142857,0,dr,6,male
0000-SEM-NP,43908,909,22,0.13636363636363635,4.666666666666667,4.729591836734694,0.4317810593711156,0.09129351417123913,0,4.729591836734694,0.4317810593711156,0.09129351417123913,0,1,Saturday,<10,4.572142857,0,dr,6,male
0000-SEM-NP-b,3485,902,NA,NA,4.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,1,Saturday,<10,3.7975,0,dr,11,female
0000-SEM-NP-b,3485,904,NA,NA,4.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,1,Saturday,<10,3.7975,0,dr,11,female
0000-SEM-NP-b,3485,905,NA,NA,4.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,1,Saturday,<10,3.7975,0,dr,11,female
0000-SEM-NP-b,3485,909,NA,NA,4.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,1,Saturday,<10,3.7975,0,dr,11,female
0000-SEM-NP-b,38238,901,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,1,Saturday,<10,3.823333333,1,prof,9,male
0000-SEM-NP-b,38238,902,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,1,Saturday,<10,3.823333333,1,prof,9,male
0000-SEM-NP-b,38238,907,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,1,Saturday,<10,3.823333333,1,prof,9,male
0000-SEM-NP-b,38238,909,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,1,Saturday,<10,3.823333333,1,prof,9,male
0000-SEM-NP-b,38379,901,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,1,Saturday,<10,4.062,1,dr,8,female
0000-SEM-NP-b,38379,902,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,1,Saturday,<10,4.062,1,dr,8,female
0000-SEM-NP-b,38379,903,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,1,Saturday,<10,4.062,1,dr,8,female
0000-SEM-NP-b,38379,904,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,1,Saturday,<10,4.062,1,dr,8,female
0000-SEM-NP-b,38379,905,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,1,Saturday,<10,4.062,1,dr,8,female
0000-SEM-NP-b,38379,906,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,1,Saturday,<10,4.062,1,dr,8,female
0000-SEM-NP-b,40763,901,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,1,Saturday,<10,4.28,1,dr,7,female
0000-SEM-NP-b,40763,903,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,1,Saturday,<10,4.28,1,dr,7,female
0000-SEM-NP-b,40763,904,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,1,Saturday,<10,4.28,1,dr,7,female
0000-SEM-NP-b,40763,905,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,1,Saturday,<10,4.28,1,dr,7,female
0000-SEM-NP-b,40763,907,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,1,Saturday,<10,4.28,1,dr,7,female
